Customer ID,first_name,last_name,complete_address,phone_number,mail_id,Timestamp,Device Type,Referral Source,Location,Customer Type,Purchases Last 30 Days,Avg Time Between Purchases (Days),Lifetime Value,Avg Order Value,Last Purchase Date,Total Purchases,Repeat Purchase Rate,Customer Tenure,Loyalty Program Participation,Loyalty Tier,Subscription Status,most_preferred_product
CUST5223,Curtis,Thomas,"0866 Weaver Corners, Porterbury, MO 48910",249.065.6797x20663,jennifer27@yahoo.com,8/31/2024 4:48,mobile,google,Illinois,Returning,6,16.58924951,4136.52,148.28,08-10-2024 04:48,9,0.63,1/28/2022 18:29,FALSE,None,Subscribed,Nintendo Switch
CUST1597,Joseph,Jackson,"0800 Arnold Light, East Michaelport, MO 91497",342-909-4142x1321,phillipscharles@wolfe.net,05-12-2023 18:35,app,email,New York,Returning,9,3.307156491,162.8,397.87,3/20/2023 18:35,29,0.33,3/14/2022 13:31,TRUE,Silver,Subscribed,Fitbit Charge 5
CUST1254,Rebecca,Baker,"8192 Bruce Village, West Paigefort, AL 78970",848.739.6359x87219,maryrichards@walker-woods.com,5/14/2024 23:46,app,direct,Florida,New,8,20.49168373,949.29,221.26,05-12-2024 23:46,24,0.57,09-07-2022 18:21,FALSE,None,Subscribed,Nintendo Switch
CUST8790,Tasha,Ortiz,"95165 Rivera Burgs Suite 524, Port Catherine, MT 83524",2476768349,saramurphy@mccarthy.net,4/22/2024 20:21,mobile,google,New York,Returning,4,13.29824897,1190.89,470.69,2/15/2024 20:21,5,0.29,11/19/2022 4:37,TRUE,Platinum,Not Subscribed,Logitech MX Master 3 Mouse
CUST5026,Briana,Walker,"768 Melendez Divide Suite 498, Port Jacobshire, TN 81321",+1-495-901-9321x15654,lrivera@gmail.com,6/16/2024 22:20,web,google,California,Returning,1,19.49371466,1662.82,486.89,5/18/2024 22:20,15,0.92,10/21/2022 9:33,TRUE,Platinum,Subscribed,Apple iPhone 14
CUST7111,Tonya,Moore,"88488 Miller Prairie, West Jessicaton, NJ 70856",001-541-341-6408x61134,christopher45@holt.com,9/24/2024 5:23,app,direct,Texas,Returning,4,8.788392763,3009.14,26.66,07-07-2024 05:23,23,0.71,1/13/2022 11:42,FALSE,None,Not Subscribed,Canon EOS R50
CUST2044,Dennis,Evans,"7532 Keith Shoals Suite 660, Fernandezchester, SD 56701",+1-264-340-0026x041,michellegardner@davis.biz,08-06-2024 19:47,web,affiliate,Florida,Returning,6,26.55135621,1974.94,174.16,5/26/2024 19:47,16,0.59,6/25/2022 18:50,TRUE,Platinum,Not Subscribed,GoPro HERO10
CUST5530,Tara,Conrad,"2128 Torres Well, South William, UT 57102",462-138-5366x0949,richardsonrandy@hayes.com,7/15/2024 8:44,mobile,direct,Florida,Returning,0,21.85142993,495.46,227.51,07-07-2024 08:44,14,0.67,01-08-2022 13:20,TRUE,Platinum,Not Subscribed,GoPro HERO10
CUST9468,David,Watson,"9166 Oconnor Mount, Waltonfurt, ND 67213",752.155.3470,kimberly30@hotmail.com,1/28/2025 16:09,app,google,New York,New,6,28.39501305,1469.8,388.91,12/29/2024 16:09,8,0.95,4/13/2022 9:47,TRUE,Platinum,Subscribed,JBL Flip 6 Speaker
CUST4559,Brandon,Mcmahon,"22263 Clark Neck, Sandersland, TN 88236",001-441-454-4598x0501,stephaniewhite@yahoo.com,12/27/2024 14:52,web,direct,Texas,New,2,26.5932699,4403.46,469.58,11-03-2024 14:52,14,0.56,1/17/2022 7:07,FALSE,None,Subscribed,Nike Air Max 270
CUST8580,Mitchell,Wu,"9120 Sheri Brook, East Christopherview, WY 94229",(734)188-2509x4376,rmiller@yahoo.com,2/19/2023 22:16,web,affiliate,Illinois,New,3,17.256004,796.95,428.68,11/29/2022 22:16,16,0.25,11-06-2022 20:03,TRUE,Platinum,Subscribed,Instant Pot Duo
CUST6261,George,Davis,"703 Courtney Turnpike Apt. 385, South Daniel, FL 04900",(973)312-6265,xmann@williams.biz,2/24/2023 3:52,app,direct,California,Returning,9,4.686494605,4396,153.41,2/20/2023 3:52,19,0.18,01-03-2022 06:48,FALSE,None,Subscribed,Adidas Ultraboost
CUST7870,Megan,Delacruz,"0450 Patrick Tunnel Apt. 363, Heatherburgh, NH 19890",677-726-206,johnsonrebecca@blanchard.com,1/18/2023 5:54,app,affiliate,California,Returning,7,3.984462977,3452.76,278.69,01-09-2023 05:54,27,0.31,01-06-2022 18:19,TRUE,None,Subscribed,Apple MacBook Pro
CUST6667,Eric,Hobbs,"92987 Lee Mall, Scottville, NC 03891",001-417-587-8715,ibarrasheri@yahoo.com,04-02-2023 14:47,web,facebook,New York,Returning,0,17.39572421,4343.25,299.31,02-07-2023 14:47,4,0.6,10-09-2022 16:57,TRUE,Platinum,Not Subscribed,JBL Flip 6 Speaker
CUST4212,Julia,Beck,"66522 Joshua Trail Apt. 744, New Warrentown, WY 36921",284-693-5317,julianthompson@hotmail.com,10/24/2024 13:31,mobile,google,Florida,Returning,8,25.79308443,1188.45,83.3,08-01-2024 13:31,27,0.36,6/13/2022 9:46,TRUE,None,Subscribed,GoPro HERO10
CUST5656,Derrick,Perry,"116 Simpson Parkways, Lake Michaelhaven, OK 37248",064-660-8659x755,jaredcase@yahoo.com,7/26/2023 17:08,web,email,Florida,New,10,19.08225004,4478.65,383.93,7/21/2023 17:08,30,0.34,09-10-2022 14:35,FALSE,None,Not Subscribed,Apple iPhone 14
CUST3766,Debbie,Diaz,"904 Betty Harbor Suite 397, Townsendville, LA 20172",+1-142-946-4055x26463,barbara04@yahoo.com,8/18/2024 3:35,app,direct,New York,Returning,2,28.69564393,1901.55,220.9,07-04-2024 03:35,10,0.5,07-01-2022 19:02,TRUE,Gold,Not Subscribed,Apple iPhone 14
CUST8470,Karen,Greene,"43855 Morales River, North Arianafurt, GA 60876",001-506-623-3167x020,elizabeth88@yahoo.com,03-09-2025 01:39,web,email,Illinois,New,7,22.45251879,2708.59,123.79,2/13/2025 1:39,10,0.49,11/20/2022 18:21,FALSE,None,Subscribed,Fitbit Charge 5
CUST4428,Lauren,Little,"94481 Peck Ramp Suite 035, Johnshire, WY 14592",(960)984-4017x83248,christinadavis@cochran.info,11/18/2023 7:38,app,direct,California,Returning,7,23.52129146,419.35,143.42,09-04-2023 07:38,11,0.88,08-09-2022 07:57,FALSE,None,Not Subscribed,Instant Pot Duo
CUST4250,Tyler,Lopez,"820 Casey River Suite 738, Taylorberg, ME 09799",(823)674-9738,amy68@price-soto.com,2/28/2024 22:47,web,affiliate,Florida,Returning,4,21.96352279,3586.36,138.35,2/21/2024 22:47,11,0.68,05-06-2022 06:33,TRUE,Gold,Subscribed,JBL Flip 6 Speaker
CUST5278,Stephen,Hoffman,"PSC 0248, Box 1065, APO AP 83586",655.566.3031,bduran@hotmail.com,5/16/2024 16:28,app,email,Florida,New,9,6.402774173,522.95,104.86,03-03-2024 16:28,25,0.12,07-10-2022 21:30,FALSE,None,Not Subscribed,Instant Pot Duo
CUST8778,Jose,Trevino,"319 Patrick Squares Suite 840, Lake Cory, NJ 24798",001-167-052-4245x904,tammy08@gmail.com,04-07-2023 15:31,web,email,New York,New,7,29.13314831,3923.8,490.75,02-03-2023 15:31,25,0.32,05-06-2022 11:38,FALSE,None,Subscribed,JBL Flip 6 Speaker
CUST1333,Cathy,Lee,"09822 Kimberly Lakes, Alexanderstad, MS 48801",+1-439-433-4872x6663,martinezsteven@gmail.com,8/28/2023 19:43,web,facebook,New York,New,3,26.35929145,3640.67,498.3,06-10-2023 19:43,4,0.31,3/17/2022 6:50,TRUE,Gold,Subscribed,Samsung Galaxy S22
CUST8591,Ronald,Robinson,"28740 Joshua Villages Apt. 934, Port Gabrielaville, CO 16527",677788620,barryjacqueline@reynolds.com,4/19/2023 22:52,mobile,email,Illinois,New,7,10.32870654,2340.87,57.2,02-08-2023 22:52,21,0.4,02-08-2022 02:33,TRUE,Silver,Not Subscribed,Sony WH-1000XM5 Headphones
CUST6352,Jesus,White,"1973 Benjamin Park, Aguilarchester, CT 03779",612-065-7317x65290,ernestclarke@hotmail.com,4/21/2024 22:43,mobile,google,Florida,New,8,8.929406349,1287.19,148.53,3/14/2024 22:43,20,0.51,01-01-2022 07:08,TRUE,Gold,Subscribed,Canon EOS R50
CUST2905,Bobby,Hernandez,"PSC 9404, Box 0868, APO AE 28996",001-795-826-9804,dennis47@hotmail.com,03-05-2025 12:46,app,direct,California,Returning,5,16.34678635,1228.1,123.08,12-09-2024 12:46,12,0.76,09-04-2022 18:56,TRUE,Silver,Not Subscribed,Nintendo Switch
CUST6346,Nicholas,Davis,"41375 Tanya Fort, Wolfeton, WA 20119",7166954422,gardneranthony@gmail.com,04-08-2025 04:40,mobile,affiliate,New York,New,9,29.21409969,2031.4,486.13,1/27/2025 4:40,26,0.34,12-07-2022 00:55,TRUE,None,Not Subscribed,Sony WH-1000XM5 Headphones
CUST6962,Madeline,Miller,"71051 Scott Canyon Apt. 404, Lake Jacqueline, MT 93976",396-294-1625,bradleyscott@gmail.com,3/25/2024 9:52,app,google,New York,Returning,7,11.47563872,2537.98,292.73,2/24/2024 9:52,9,0.94,08-10-2022 09:16,FALSE,None,Not Subscribed,Adidas Ultraboost
CUST5727,Erin,Hall,"0236 Michael Falls, Samanthaside, LA 71468",695-510-8315,patrickperez@fitzgerald-cannon.com,11-06-2024 14:19,mobile,email,California,New,9,20.49946489,4964.15,161.08,10-06-2024 14:19,28,0.42,05-04-2022 02:47,FALSE,None,Not Subscribed,Logitech MX Master 3 Mouse
CUST9922,Brandon,Orozco,"34924 Rodriguez Turnpike Suite 461, Antoniohaven, KY 76910",404-533-9894,smithamber@lee-davis.org,3/28/2023 15:46,mobile,affiliate,Illinois,Returning,2,14.36145946,1816.05,34.01,3/23/2023 15:46,10,0.75,12-12-2022 19:43,FALSE,None,Subscribed,Samsung Galaxy S22
CUST5712,Jacqueline,Thomas,"3236 Rodriguez Radial, Reginaview, NY 63842",001-126-530-6433x388,melissachase@gmail.com,10/26/2023 18:12,web,affiliate,Florida,Returning,3,18.31807225,4011.96,208.63,7/30/2023 18:12,20,0.93,9/28/2022 6:32,FALSE,None,Not Subscribed,Samsung Galaxy S22
CUST9365,Robert,Rodriguez,"USS Stanley, FPO AP 72167",240.822.4038,vmoody@yahoo.com,11/22/2023 17:31,mobile,google,Illinois,Returning,6,6.02844932,3022.96,448.95,10-10-2023 17:31,20,0.77,10-04-2022 20:56,FALSE,None,Subscribed,JBL Flip 6 Speaker
CUST2196,Christopher,Anderson,"6955 Nicole Creek Apt. 315, New Cassandra, CT 60138",293.900.1037,floresmeagan@terry.com,5/27/2025 6:25,app,facebook,Texas,Returning,1,24.3111415,1810.64,398.83,3/18/2025 6:25,15,0.38,5/28/2022 9:11,FALSE,None,Not Subscribed,Nike Air Max 270
CUST7123,Paul,Hernandez,"764 Monica Oval Apt. 632, South Bryanview, GA 36273",825-324-4224,moradaniel@woodard.com,05-04-2023 09:17,mobile,affiliate,Illinois,Returning,8,22.71985011,2679.12,306.93,04-05-2023 09:17,9,0.53,10/17/2022 14:39,TRUE,Platinum,Subscribed,Adidas Ultraboost
CUST8529,Donna,Jones,"USNS Ramirez, FPO AE 65350",+1-327-753-2404x585,kathleensweeney@turner-garcia.com,04-09-2025 19:41,app,direct,Florida,New,3,22.44660897,1189.85,265.98,1/20/2025 19:41,7,0.18,4/22/2022 13:45,FALSE,None,Not Subscribed,GoPro HERO10
CUST4788,Yvonne,Bryant,"3265 Simpson Lake Apt. 228, Turnerstad, WY 93464",(769)303-6646x62744,john79@sosa.com,12/18/2023 19:19,app,google,Texas,New,10,28.12955316,337.86,125.18,9/25/2023 19:19,28,0.74,12/16/2022 16:14,TRUE,Silver,Subscribed,Canon EOS R50
CUST6874,David,Wise,"503 Reed Haven Apt. 158, Lake Crystal, ND 18000",001-464-531-8292x879,salazarjoshua@harvey.net,8/20/2024 4:06,app,google,Texas,New,10,3.290367206,4100.83,334.45,06-04-2024 04:06,13,0.55,4/27/2022 9:48,FALSE,None,Not Subscribed,Samsung Galaxy S22
CUST2544,Jared,Lang,"PSC 9903, Box 7310, APO AE 99462",(392)917-0498x571,dillonkim@wright.info,3/29/2023 20:19,app,email,California,New,2,24.84529395,3493.54,251.13,3/22/2023 20:19,12,0.71,1/23/2022 6:52,TRUE,None,Subscribed,JBL Flip 6 Speaker
CUST2738,Jonathan,Washington,"PSC 7176, Box 4428, APO AA 03348",350.857.8836x640,bmckinney@jackson.com,10/20/2024 12:18,web,direct,California,New,3,21.67221394,499.95,174.48,10/19/2024 12:18,8,0.37,06-02-2022 01:46,FALSE,None,Not Subscribed,Apple MacBook Pro
CUST3139,Elizabeth,Murray,"37720 Rachel Tunnel Apt. 729, Lake Alexander, IL 73231",769.264.4548x890,brennankrystal@simmons.com,05-01-2025 21:43,mobile,facebook,Texas,New,9,17.4745326,1204.02,209.41,3/15/2025 21:43,19,0.15,01-09-2022 21:09,FALSE,None,Subscribed,Instant Pot Duo
CUST2166,Steven,Webb,"695 David Lights, Tracyberg, VA 16473",603209757,smithdavid@yahoo.com,3/26/2024 11:12,app,facebook,Illinois,Returning,6,18.41791687,2624.32,440.5,2/24/2024 11:12,7,0.87,10-04-2022 14:21,TRUE,Gold,Not Subscribed,Sony WH-1000XM5 Headphones
CUST4374,Robert,Rodriguez,"854 Erin Junction, Elizabethland, KS 87455",863-038-7280x80924,santosalison@gibson.net,04-04-2023 08:53,app,direct,Illinois,Returning,6,10.95184377,1105.57,442.69,03-02-2023 08:53,11,0.55,10-11-2022 06:11,FALSE,None,Subscribed,Dell XPS 13 Laptop
CUST9878,Kathleen,Black,"USNS Nelson, FPO AP 97680",(042)473-9499x0998,johnsonmonica@yahoo.com,06-11-2024 14:49,app,facebook,Illinois,New,7,16.66544191,644.66,435.9,04-10-2024 14:49,8,0.26,09-09-2022 03:43,FALSE,None,Not Subscribed,Nike Air Max 270
CUST9889,Carla,Booker,"667 Brown Points Apt. 802, Russelltown, MT 77516",720.518.2194x024,melissa49@hotmail.com,2/26/2023 9:45,mobile,facebook,New York,New,2,28.15128188,4271.77,495.29,12/23/2022 9:45,6,0.22,5/27/2022 6:57,TRUE,Platinum,Not Subscribed,Amazon Echo Dot
CUST2918,Hunter,Davenport,"5420 Simmons Parks, Lynnberg, CT 11465",098-210-9718,dennisjeremy@gmail.com,08-10-2023 04:51,web,facebook,Texas,New,5,25.02419296,3254.76,261.2,7/17/2023 4:51,9,0.63,01-02-2022 20:21,FALSE,None,Not Subscribed,Nike Air Max 270
CUST2422,Roy,King,"Unit 7127 Box 6097, DPO AP 81028",(219)248-1169,lori91@yahoo.com,3/16/2025 7:27,mobile,google,Illinois,Returning,10,16.16446519,1147.97,379.21,01-10-2025 07:27,13,0.71,11/23/2022 0:36,TRUE,None,Subscribed,Amazon Echo Dot
CUST6716,Howard,Faulkner,"790 Reid Ramp Suite 627, Ramireztown, WV 67808",(855)095-7502,crystal96@allen.org,4/25/2024 5:06,app,affiliate,New York,New,4,14.22724674,1371.07,126.47,3/29/2024 5:06,19,0.65,10-12-2022 07:35,FALSE,None,Subscribed,Nike Air Max 270
CUST1077,Elizabeth,Castaneda,"357 Daniels Crossroad, Vaughanville, DC 83491",616-429-9323x75780,laura87@hotmail.com,3/21/2024 3:45,app,google,New York,New,3,5.701097409,2367.67,481.15,01-08-2024 03:45,6,0.63,5/25/2022 6:06,TRUE,Silver,Subscribed,Nike Air Max 270
CUST8416,Charlene,Rodriguez,"USNS Schneider, FPO AP 96909",-10099,kgilmore@zamora-sims.biz,8/19/2023 11:01,mobile,email,Illinois,New,8,14.50051925,4098.55,314.91,6/13/2023 11:01,23,0.7,01-03-2022 04:26,FALSE,None,Subscribed,Amazon Echo Dot
CUST8663,David,Anderson,"03273 Decker Harbors, North Mackenzie, SC 91876",(869)700-1054x08857,anitaward@yahoo.com,2/13/2023 19:51,app,email,Illinois,New,8,3.227327037,2458.68,39.35,01-09-2023 19:51,23,0.42,02-04-2022 10:47,TRUE,Silver,Not Subscribed,Logitech MX Master 3 Mouse
CUST7379,Deborah,Baldwin,"32610 Bowers Avenue Suite 497, Johnsonport, PA 31520",100.951.6932,gallagherjeremy@taylor.com,8/26/2024 8:43,mobile,facebook,Illinois,Returning,5,25.76818009,3173.53,174.69,8/25/2024 8:43,14,0.66,11/20/2022 14:48,FALSE,None,Subscribed,Sony WH-1000XM5 Headphones
CUST2861,Manuel,Chase,"PSC 4437, Box 6420, APO AP 70187",001-260-602-9115,lisareid@brown-chen.biz,12/13/2024 12:51,web,email,Florida,New,4,23.28637298,3818.34,153.87,9/14/2024 12:51,16,0.77,3/31/2022 21:09,TRUE,Gold,Subscribed,Apple MacBook Pro
CUST8568,John,Camacho,"395 Ryan Lodge Suite 634, Smithchester, ME 25804",597.962.0469x366,zayers@dean.net,01-02-2024 22:39,mobile,email,California,Returning,6,3.382360433,1757.55,134.58,10/27/2023 22:39,24,0.8,10/23/2022 1:08,TRUE,Gold,Not Subscribed,Apple iPhone 14
CUST9909,Elizabeth,Orr,"486 Williamson Haven Suite 134, East Timothystad, NV 82390",5080901610,pevans@walker.com,6/26/2024 6:41,web,google,Florida,Returning,8,5.59863861,3296.69,237.68,5/31/2024 6:41,24,0.56,6/23/2022 3:10,FALSE,None,Subscribed,Apple iPhone 14
CUST5579,Kendra,Haynes,"4986 Pamela Walk, Lake Rachel, MI 66182",318-857-5033,davisedward@yahoo.com,6/15/2023 7:25,mobile,google,Illinois,New,8,25.45197829,2803.71,194.43,04-07-2023 07:25,18,0.7,12/19/2022 19:01,TRUE,Platinum,Not Subscribed,Nike Air Max 270
CUST2416,Amy,Kirby,"735 Jennifer Tunnel, West Christine, UT 79015",602-612-6449,casekristen@yahoo.com,1/23/2023 21:02,web,email,Illinois,Returning,3,22.48599703,4478.26,392.72,11/26/2022 21:02,13,0.79,2/18/2022 10:31,TRUE,Platinum,Subscribed,Amazon Echo Dot
CUST7017,Tiffany,Lopez,"16820 Christopher Lodge Suite 496, Lake Claire, NJ 59924",+1-503-805-1588x08270,qknight@holland.biz,09-01-2024 19:35,app,facebook,Florida,Returning,10,24.46616796,2917.43,437.74,07-02-2024 19:35,26,0.71,4/23/2022 22:36,TRUE,Gold,Subscribed,Logitech MX Master 3 Mouse
CUST2436,Evelyn,Walton,"32971 Jason Keys, Cooleyfurt, AZ 14224",705.094.2584x885,melanierobinson@barrera.com,12/26/2024 1:57,app,affiliate,Illinois,New,1,8.973231347,2523.42,161.28,12/20/2024 1:57,8,0.61,11-08-2022 13:44,FALSE,None,Not Subscribed,Dell XPS 13 Laptop
CUST8483,Tara,Hill,"USCGC Bush, FPO AE 78903",640.028.9144,williamschristopher@jones.org,03-08-2025 17:15,mobile,google,New York,New,8,2.742938276,730.07,423.71,02-02-2025 17:15,27,0.55,03-04-2022 16:20,FALSE,None,Not Subscribed,Apple iPhone 14
CUST5702,Anita,Miles,"Unit 6366 Box 0747, DPO AP 37024",+1-467-879-0373x49974,spencermorris@berry.info,09-10-2024 19:23,app,google,Florida,Returning,7,12.5138838,4429.54,392.7,7/13/2024 19:23,12,0.11,8/17/2022 23:43,FALSE,None,Not Subscribed,JBL Flip 6 Speaker
CUST8828,Kimberly,Jenkins,"17104 Paul Parkway Suite 356, Roberttown, ME 87143",(070)879-5655x8081,cjones@hotmail.com,9/20/2023 4:51,web,google,New York,Returning,10,16.99316842,4010.84,67.19,6/22/2023 4:51,19,0.42,02-06-2022 22:49,TRUE,Gold,Subscribed,Logitech MX Master 3 Mouse
CUST7085,Lawrence,Cruz,"222 Marquez Court Apt. 732, South Brandon, NE 24556",066.236.6856,johnsonerica@brown.com,7/19/2024 23:09,mobile,facebook,Texas,Returning,8,9.352443567,1817.83,370.46,7/17/2024 23:09,9,0.5,09-08-2022 15:08,TRUE,Silver,Subscribed,Adidas Ultraboost
CUST6124,Jeffrey,Lawson,"2445 Jessica Mount Suite 689, East Theodore, OK 25631",001-742-881-3779x5749,badams@gmail.com,4/18/2024 7:13,app,facebook,Illinois,Returning,1,18.16963371,2877.94,412.4,1/22/2024 7:13,20,0.94,11-09-2022 12:51,FALSE,None,Not Subscribed,Logitech MX Master 3 Mouse
CUST4620,Steven,Mitchell,"06064 Daniel Mill, West Chris, NH 01326",-10490,kirstenmiller@freeman.org,9/21/2024 11:19,mobile,email,California,New,1,22.86320528,2778.18,107.47,7/24/2024 11:19,1,0.42,10-04-2022 02:42,FALSE,None,Subscribed,Samsung Galaxy S22
CUST3872,Douglas,English,"716 Thompson Fort, Huffbury, NV 61371",-5893,patrickrodriguez@gmail.com,10/29/2024 3:13,web,google,Texas,New,3,5.272898253,3361.14,423.63,09-09-2024 03:13,12,0.67,12-04-2022 01:56,TRUE,Platinum,Not Subscribed,Adidas Ultraboost
CUST5222,Mitchell,Wong,"400 Michael Corners Suite 400, Jenniferview, CA 09090",337.634.9713x1196,amberallen@yahoo.com,10-01-2024 14:01,web,facebook,Florida,Returning,7,24.47157737,3503.04,431.77,9/20/2024 14:01,16,0.16,11-11-2022 10:15,TRUE,Platinum,Not Subscribed,Amazon Echo Dot
CUST1479,Gregory,Torres,"4694 Ashley Pines Apt. 836, Underwoodmouth, CA 77234",760-888-2091x110,davidbaker@gmail.com,08-10-2024 12:49,app,facebook,New York,New,4,11.002553,4703.12,331.04,06-07-2024 12:49,6,0.66,01-05-2022 16:03,FALSE,None,Subscribed,Dell XPS 13 Laptop
CUST6695,Ashley,Thomas,"756 Kim Skyway, New Julie, DE 08850",(812)977-5022x93752,arthur98@hernandez.net,11/25/2023 21:53,mobile,email,Florida,Returning,0,10.33415243,1896.81,295.37,09-08-2023 21:53,17,0.56,8/15/2022 22:25,TRUE,None,Not Subscribed,Sony WH-1000XM5 Headphones
CUST8801,Christopher,Willis,"1623 Ross Forest Apt. 430, Cynthiamouth, TN 75538",456.979.3748,edwardroberson@lopez.com,08-11-2024 09:18,web,direct,Texas,New,4,23.89206265,1787.89,390.8,6/28/2024 9:18,23,0.6,9/29/2022 21:20,FALSE,None,Not Subscribed,Nintendo Switch
